"feature"	"metadata"	"value"	"name"	"coef"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"model"	"N"	"N_not_zero"
"Clostridium_symbiosum"	"diagnosis"	"UC"	"diagnosisUC"	1.24796785301432	0.163255979820422	2.10183432388165e-14	8.05291033110733e-13	4.20366864776324e-14	9.86460909341773e-13	"prevalence"	1527	539
"Odoribacter_splanchnicus"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-1.95587588914198	0.25717770402721	2.84566165092546e-14	1.04913638979403e-12	5.69132330185083e-14	1.30652987103358e-12	"prevalence"	1527	757
"Veillonella_parvula"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	4.0545509254458	0.487773408119981	3.94129173741931e-14	1.42616371387358e-12	3.94129173741931e-14	9.45910016980633e-13	"abundance"	1527	547
"Veillonella_parvula"	"age"	"age"	"age"	-0.462668655010271	0.0614699010142759	5.20183290014423e-14	1.84806936125124e-12	1.04036658002882e-13	2.33750448619241e-12	"prevalence"	1527	547
"Vescimonas_coprocola"	"diagnosis"	"UC"	"diagnosisUC"	-1.12327242940779	0.149406384637398	5.55203037867337e-14	1.93726202855853e-12	1.11040607573464e-13	2.44289336661621e-12	"prevalence"	1527	599
"Odoribacter_splanchnicus"	"diagnosis"	"UC"	"diagnosisUC"	-1.11168846118177	0.148837110014618	8.07072341624673e-14	2.71899888885278e-12	1.61414468324928e-13	3.47864650104334e-12	"prevalence"	1527	757
"Blautia_wexlerae"	"reads"	"reads"	"reads"	0.657396395548862	0.0880803041046774	8.41882006659178e-14	2.78819905256277e-12	1.68376401331828e-13	3.55610959612822e-12	"prevalence"	1527	1302
"Blautia_faecis"	"reads"	"reads"	"reads"	0.527824518957148	0.0707520466379199	8.63903110181698e-14	2.8134444621584e-12	1.72780622036332e-13	3.57757523275228e-12	"prevalence"	1527	1125
"Roseburia_sp_AF02_12"	"diagnosis"	"UC"	"diagnosisUC"	-1.22100355194971	0.164616584467821	1.1957058004108e-13	3.83017890820115e-12	2.39141160082146e-13	4.8564050970528e-12	"prevalence"	1527	363
"Coprococcus_comes"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-2.51914731620594	0.341044013224675	1.50658737777688e-13	4.74818021963874e-12	3.01317475555352e-13	6.00360856955569e-12	"prevalence"	1527	759
"Firmicutes_bacterium_AF16_15"	"diagnosis"	"CD"	"diagnosisCD"	-1.16457278864629	0.15798943617334	1.69090447067785e-13	5.24448783445163e-12	3.38180894135542e-13	6.61331526309504e-12	"prevalence"	1527	827
"Dialister_invisus"	"age"	"age"	"age"	-0.415727318114717	0.0566862960551625	2.23676813383434e-13	6.82913270861297e-12	4.47353626766817e-13	8.58918963392289e-12	"prevalence"	1527	726
"Bilophila_wadsworthia"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-2.14723383540997	0.293076045345147	2.36167924647501e-13	7.09957115017257e-12	4.72335849294945e-13	8.90690458670468e-12	"prevalence"	1527	764
"Alistipes_shahii"	"diagnosis"	"UC"	"diagnosisUC"	-1.07708382249983	0.148519174393121	4.10197183833026e-13	1.19630641374587e-11	8.20394367665882e-13	1.51988851272837e-11	"prevalence"	1527	673
"Parabacteroides_distasonis"	"dysbiosis_state"	"dysbiosis_UC"	"dysbiosis_statedysbiosis_UC"	-2.8849606965823	0.399901698315178	5.42620744548184e-13	1.53663903601036e-11	1.08524148909607e-12	1.97588795256112e-11	"prevalence"	1527	1140
"Alistipes_onderdonkii"	"diagnosis"	"UC"	"diagnosisUC"	-1.09221696818463	0.151910569105113	6.48539023310039e-13	1.78485246696875e-11	1.29707804661965e-12	2.32154985971247e-11	"prevalence"	1527	831
"Blautia_wexlerae"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-1.66401963032286	0.233823616064911	1.10654577093227e-12	3.00304227278008e-11	2.21309154186332e-12	3.89504111367943e-11	"prevalence"	1527	1302
"Alistipes_communis"	"age"	"age"	"age"	0.42291130611774	0.059593878271291	1.27903952253278e-12	3.42362085894391e-11	2.55807904506392e-12	4.4284122485041e-11	"prevalence"	1527	407
"Ruminococcus_lactaris"	"diagnosis"	"CD"	"diagnosisCD"	-1.09796410841328	0.15565813407815	1.74235247075371e-12	4.60075233493616e-11	3.48470494150439e-12	5.93523938423973e-11	"prevalence"	1527	379
"GGB9713_SGB15249"	"age"	"age"	"age"	0.438446861616058	0.0622369623819675	1.85730031116817e-12	4.77521685266133e-11	3.71460062233288e-12	6.2263781860056e-11	"prevalence"	1527	329
"Eubacterium_rectale"	"antibiotics"	"Yes"	"antibioticsYes"	-1.40545105091999	0.20093257524649	2.65940690684724e-12	6.74867674802533e-11	5.31881381368739e-12	8.77604279258419e-11	"prevalence"	1527	1211
"Blautia_obeum"	"reads"	"reads"	"reads"	0.416940807998322	0.0596816166095911	2.82664163548149e-12	7.0810996868344e-11	5.65328327095498e-12	9.18441097558225e-11	"prevalence"	1527	899
"Clostridiaceae_bacterium"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-1.55030391117108	0.222606282816419	3.29967188400338e-12	8.1614669130919e-11	6.59934376799586e-12	1.05589500287934e-10	"prevalence"	1527	1109
"Akkermansia_muciniphila"	"age"	"age"	"age"	0.402884843658068	0.0579712445775997	3.65970498146367e-12	8.938829417225e-11	7.31940996291392e-12	1.15362640609509e-10	"prevalence"	1527	407
"Ruthenibacterium_lactatiformans"	"reads"	"reads"	"reads"	0.404201713987728	0.0582452939818321	3.93084044597641e-12	9.48254596473815e-11	7.86168089193735e-12	1.22087279733615e-10	"prevalence"	1527	797
"Gemmiger_formicilis"	"diagnosis"	"CD"	"diagnosisCD"	-0.947778210536067	0.139698396277238	1.16521345405813e-11	2.64747335956928e-10	2.33042690810267e-11	3.56656639848757e-10	"prevalence"	1527	472
"Eubacterium_rectale"	"dysbiosis_state"	"dysbiosis_UC"	"dysbiosis_statedysbiosis_UC"	-2.59224100757678	0.382744096082115	1.26332243612112e-11	2.83739314963296e-10	2.52664487222628e-11	3.81162426438708e-10	"prevalence"	1527	1211
"Clostridiaceae_bacterium"	"reads"	"reads"	"reads"	0.459792370167278	0.0679984006036621	1.36276896993157e-11	3.02596655368895e-10	2.72553793984456e-11	4.05375783728993e-10	"prevalence"	1527	1109
"Clostridium_sp_AF34_10BH"	"reads"	"reads"	"reads"	0.432535160953567	0.064057306759689	1.45503790162731e-11	3.194543887393e-10	2.91007580323345e-11	4.26811117807572e-10	"prevalence"	1527	960
"Oscillibacter_sp_ER4"	"age"	"age"	"age"	0.384560759107731	0.0571833404569206	1.75533518857811e-11	3.81102773164625e-10	3.5106703771254e-11	5.07844920307455e-10	"prevalence"	1527	458
"Dorea_longicatena"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-1.50738546543997	0.224272301693768	1.80198308535173e-11	3.86931313052448e-10	3.60396617067098e-11	5.1429571300386e-10	"prevalence"	1527	1020
"Ruminococcus_bicirculans"	"diagnosis"	"CD"	"diagnosisCD"	-0.903379163423745	0.136807077874152	4.02085097880568e-11	8.44811055116806e-10	8.04170195744968e-11	1.11737332461406e-09	"prevalence"	1527	678
"Lachnospira_sp_NSJ_43"	"diagnosis"	"UC"	"diagnosisUC"	-1.12963506188417	0.171325002529533	4.29514956093764e-11	8.92842791709803e-10	8.5902991216908e-11	1.17809816526045e-09	"prevalence"	1527	296
"Bacteroides_xylanisolvens"	"diagnosis"	"UC"	"diagnosisUC"	-2.50891616005376	0.326415896681732	4.35630420625444e-11	8.96022991475912e-10	4.35630420625444e-11	6.13367632240625e-10	"abundance"	1527	959
"Enterocloster_bolteae"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	2.74885477482868	0.365500539081191	5.08982855862428e-11	1.03409581917181e-09	1.01796571169895e-10	1.37238126202257e-09	"abundance"	1527	866
"Enterocloster_bolteae"	"diagnosis"	"UC"	"diagnosisUC"	0.975270754756839	0.148510541353228	5.13343369803814e-11	1.03409581917181e-09	1.02668673958128e-10	1.37238126202257e-09	"prevalence"	1527	866
"Anaerostipes_hadrus"	"antibiotics"	"Yes"	"antibioticsYes"	-1.2763111589527	0.194412615954771	5.20466310502171e-11	1.0377460925727e-09	1.04093262097725e-10	1.37403105968997e-09	"prevalence"	1527	1128
"Alistipes_shahii"	"diagnosis"	"CD"	"diagnosisCD"	-0.898053197805288	0.136976576730745	5.5176304653169e-11	1.08903534638679e-09	1.10352609303293e-10	1.43867105462071e-09	"prevalence"	1527	673
"Clostridium_sp_1001270H_150608_G6"	"diagnosis"	"CD"	"diagnosisCD"	-1.41571819534831	0.216008410430393	5.60175767017732e-11	1.09458344875265e-09	1.12035153400408e-10	1.44279417061989e-09	"prevalence"	1527	141
"Roseburia_hominis"	"diagnosis"	"UC"	"diagnosisUC"	-1.02876876208489	0.157753535088926	6.96692938205993e-11	1.33464509926913e-09	1.39338587636345e-10	1.77278974149374e-09	"prevalence"	1527	876
"Flavonifractor_plautii"	"age"	"age"	"age"	-0.418556325150903	0.0642056087091602	7.07779335389068e-11	1.34271924402936e-09	1.41555867072804e-10	1.77955947177239e-09	"prevalence"	1527	1224
"Enterocloster_bolteae"	"diagnosis"	"CD"	"diagnosisCD"	0.880867473865516	0.13612510792159	9.73474384733453e-11	1.81158947406587e-09	1.94694876937214e-10	2.41879752994939e-09	"prevalence"	1527	866
"Collinsella_SGB14861"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-2.28743358196434	0.35400878146219	1.03658851484857e-10	1.91084335661707e-09	2.07317702958967e-10	2.54566853865895e-09	"prevalence"	1527	593
"Blautia_obeum"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-1.52922093913241	0.237325760903327	1.16709069557392e-10	2.13130394313219e-09	2.33418139101164e-10	2.83321327460723e-09	"prevalence"	1527	899
"Alistipes_finegoldii"	"diagnosis"	"UC"	"diagnosisUC"	-0.952125681375197	0.147971725631546	1.23871550099116e-10	2.20585620146455e-09	2.47743100182888e-10	2.94679029298832e-09	"prevalence"	1527	639
"Clostridium_fessum"	"reads"	"reads"	"reads"	0.404954381207481	0.0629384308387789	1.24178189437616e-10	2.20585620146455e-09	2.48356378859811e-10	2.94679029298832e-09	"prevalence"	1527	926
"GGB33469_SGB15236"	"diagnosis"	"UC"	"diagnosisUC"	-1.1841147788213	0.18562794595044	1.78284957005312e-10	3.11043576775339e-09	3.56569913978839e-10	4.13777834243576e-09	"prevalence"	1527	293
"GGB3175_SGB4191"	"diagnosis"	"UC"	"diagnosisUC"	-1.86332142313712	0.29337941642426	2.13594038502769e-10	3.69347567464079e-09	4.27188076959914e-10	4.90337618771379e-09	"prevalence"	1527	154
"Roseburia_inulinivorans"	"antibiotics"	"Yes"	"antibioticsYes"	-1.26125212230481	0.198736033587669	2.20456678775147e-10	3.77870482742664e-09	4.40913357501693e-10	5.00650005937406e-09	"prevalence"	1527	951
"GGB9453_SGB14844"	"age"	"age"	"age"	0.431435390774637	0.0681484324442692	2.43863283920768e-10	4.14355527635809e-09	4.87726567782064e-10	5.47914101678575e-09	"prevalence"	1527	222
"Lacrimispora_celerecrescens"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-2.06738039971956	0.326658159210444	2.46946524410449e-10	4.15977162670704e-09	4.93893048759914e-10	5.49001115253125e-09	"prevalence"	1527	756
"Ruminococcus_gnavus"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	2.51636579183797	0.341437478241944	2.77074474475114e-10	4.62738053952456e-09	2.77074474475114e-10	3.25100716717467e-09	"abundance"	1527	767
"Clostridium_sp_AM22_11AC"	"reads"	"reads"	"reads"	0.361727397169615	0.0576958395038867	3.62075013380451e-10	5.99571674699493e-09	7.24150026629803e-10	7.96565029292783e-09	"prevalence"	1527	730
"Bilophila_wadsworthia"	"reads"	"reads"	"reads"	0.373932448579941	0.0598587188954	4.18633373879678e-10	6.87403035765454e-09	8.37266747584101e-10	9.11498644792589e-09	"prevalence"	1527	764
"Dialister_invisus"	"antibiotics"	"Yes"	"antibioticsYes"	-1.2992076655848	0.208195004286929	4.366200966424e-10	7.10963057366041e-09	8.73240193094162e-10	9.40960861130035e-09	"prevalence"	1527	726
"Dysosmobacter_welbionis"	"dysbiosis_state"	"dysbiosis_UC"	"dysbiosis_statedysbiosis_UC"	-2.35476715013347	0.377636712665423	4.50235061593064e-10	7.27073810208964e-09	9.00470122983415e-10	9.60501464515643e-09	"prevalence"	1527	1191
"Ruminococcus_bromii"	"diagnosis"	"UC"	"diagnosisUC"	-1.00068210292534	0.160584443712045	4.61987387759432e-10	7.39937176788467e-09	9.23974775305428e-10	9.75717362722532e-09	"prevalence"	1527	429
"Clostridium_sp_AM22_11AC"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-1.90703320983451	0.306979196354297	5.22294009861316e-10	8.29725605909766e-09	1.04458801944984e-09	1.07095626071751e-08	"prevalence"	1527	730
"Faecalibacterium_prausnitzii"	"dysbiosis_state"	"dysbiosis_UC"	"dysbiosis_statedysbiosis_UC"	-2.83444220146166	0.45996069593685	7.1669860445062e-10	1.11802012978878e-08	1.43339720838758e-09	1.455449473132e-08	"prevalence"	1527	1374
"Lacrimispora_amygdalina"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-1.62620575821068	0.26443022373522	7.75570978896504e-10	1.19328007304234e-08	1.5511419571915e-09	1.56000562551831e-08	"prevalence"	1527	865
"Phocaeicola_vulgatus"	"dysbiosis_state"	"dysbiosis_UC"	"dysbiosis_statedysbiosis_UC"	-2.24771045845211	0.365799719873122	8.01411168983038e-10	1.22340423765067e-08	1.60282233732381e-09	1.59677395114523e-08	"prevalence"	1527	1288
"Prevotella_copri_clade_A"	"reads"	"reads"	"reads"	0.420723165128971	0.0686975805908748	9.10950295658426e-10	1.37984254086555e-08	1.82190059048702e-09	1.79806263883579e-08	"prevalence"	1527	289
"Oscillospiraceae_bacterium"	"age"	"age"	"age"	0.614959980527969	0.100477326667829	9.33491981694482e-10	1.40311025556232e-08	1.86698396251755e-09	1.82549543001716e-08	"prevalence"	1527	81
"Clostridium_sp_AF20_17LB"	"diagnosis"	"UC"	"diagnosisUC"	2.15438360709496	0.26244834595507	9.72171121382814e-10	1.45009341311605e-08	9.72171121382814e-10	1.01644822196065e-08	"abundance"	1527	654
"Bacteroides_uniformis"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-3.12253777821977	0.39593944718432	1.03562580733296e-09	1.53304002085501e-08	1.03562580733296e-09	1.07095626071751e-08	"abundance"	1527	1244
"Roseburia_hominis"	"reads"	"reads"	"reads"	0.36280646433289	0.0595404197458558	1.10504094219273e-09	1.61138059779447e-08	2.21008188316433e-09	2.14114354919407e-08	"prevalence"	1527	876
"Clostridium_fessum"	"diagnosis"	"UC"	"diagnosisUC"	-0.96769113219533	0.159339431271413	1.25430759280506e-09	1.81549410099339e-08	2.50861518403682e-09	2.40827057667535e-08	"prevalence"	1527	926
"Ruminococcus_torques"	"reads"	"reads"	"reads"	0.390322704999764	0.0642887619077534	1.26800943542803e-09	1.8218312035488e-08	2.5360188692482e-09	2.41264497831181e-08	"prevalence"	1527	1093
"Clostridium_sp_AF20_17LB"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-2.55065801720366	0.420933648736136	1.36524008934279e-09	1.94721104713563e-08	2.7304801768217e-09	2.57445273814617e-08	"prevalence"	1527	654
"GGB33469_SGB15236"	"age"	"age"	"age"	0.382017643381418	0.0631544446073691	1.45799117060185e-09	2.06443097634494e-08	2.91598233907796e-09	2.72502420359852e-08	"prevalence"	1527	293
"Coprococcus_eutactus"	"diagnosis"	"CD"	"diagnosisCD"	-1.35233655477055	0.223747885534772	1.5032145013477e-09	2.11315189613914e-08	3.00642900043574e-09	2.78490265303521e-08	"prevalence"	1527	177
"Sutterella_wadsworthensis"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	2.64039530981989	0.390741333919277	2.08760231323879e-09	2.8726583944145e-08	4.17520462211948e-09	3.83392702692015e-08	"abundance"	1527	536
"Faecalibacterium_SGB15315"	"reads"	"reads"	"reads"	0.354928696293948	0.0593926243299176	2.28721428363551e-09	3.12532637078587e-08	4.57442856203967e-09	4.16430738061542e-08	"prevalence"	1527	619
"Firmicutes_bacterium_AF16_15"	"reads"	"reads"	"reads"	0.366226825228089	0.0614283826468324	2.49397489637056e-09	3.38418538021394e-08	4.9879497865212e-09	4.50194442270631e-08	"prevalence"	1527	827
"Lachnospira_eligens"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-1.41042588693355	0.236715388827642	2.54845112502101e-09	3.43425758502831e-08	5.0969022435474e-09	4.56129556710682e-08	"prevalence"	1527	929
"Clostridium_leptum"	"reads"	"reads"	"reads"	0.34806457592805	0.0586200636013187	2.89161876755914e-09	3.87001580260997e-08	5.78323752675682e-09	5.1320158220632e-08	"prevalence"	1527	652
"Clostridium_sp_AF20_17LB"	"reads"	"reads"	"reads"	0.340517146316562	0.057499053361596	3.17788909747079e-09	4.22421448738634e-08	6.35577818484257e-09	5.59308480266146e-08	"prevalence"	1527	654
"Bacteroides_thetaiotaomicron"	"reads"	"reads"	"reads"	0.387044347264952	0.0654696414735284	3.38360365784502e-09	4.46727131583053e-08	6.76720730424126e-09	5.90592637461055e-08	"prevalence"	1527	1062
